,content,date,rating
5401,Know the facts before you speak.,March-19-2018,5
5402,Great read! I wish Wolff was still in the White House getting information on what is happening now.,March-17-2018,5
5403,"Take it with a grain of salt, but it is pretty compelling.",February-13-2018,5
5404,Absurd by normal standards but it only seems to get crazier every day.,April-6-2018,5
5405,Very well written,March-16-2018,5
5406,Havenâ€™t read it yet.  My honey absconded with it the minute it came in the door!  He seems to be enjoying it immensely!  Also bought a copy for a friend who couldnâ€™t find one locally.  Hum??? Wonder why....,February-1-2018,5
5407,have not finished the reading,March-31-2018,4
5408,"Probably the most riveting book ever written, and I've not even taken the time to look at the dust jacket. What could possibly give more pleasure in life than to buy a book that 1) infuriates the Resident Racist-in-Chief, and 2) was given a life by the RRiC before it was even known to the public by trying to censor it. If that baboon in KKK robes hadn't raised such a stink about it, this would have been another Barnes and Noble Bargain Shelf book in six months. if my $15 is the only way to stick it to the chief sexual deviant, the adulterous misogynist, in the newly dubbed White Robe House, it is money well spent.",January-21-2018,5
5409,"Great book! Everyone should read it. If for no other reason....read it because Trump doesn't want you to. If it is all lies, why would he try to ban it from the marketplace? Fun read!",January-16-2018,5
5410,Bwahahaha!,March-7-2018,5
5411,"I'm one third through the book.  The book gives a quite convincing explanation of who Donald Trump is, how he operates, and how those around him operate. It's extremely readable and interesting.  Michael Wolff is not a 100% reputable journalist.  He's previously been criticized for inaccuracies.  He appears to have spent a few months writing articles praising Trump and attacking the media as a way of getting access to Trump.  With that said, if had not done so, he wouldn't have received the access to write this book.  He quotes a number of people in the book.  Very few of them have later said that he misquoted them.  Steve Bannon, for instance, just recently said that he didn't intend to refer to Donald, Jr., in criticizing the meeting with the Russians.  It appears that the account is mainly accurate.  The people who have criticized it are mainly the people least likely to be believed.  I would not be surprised if this book establishes in people's mind the identity of the real Donald Trump.  The most reputable journalists will now attempt to confirm the accounts in it and the general substance of the outline he has portrayed.  Unfortunately, this book does not provide any information as to how to counter Trump.  It shows the Emperor with no clothes; however, it's always been obvious how much of a huckster Donald Trump is.",January-7-2018,5
5412,Just received it via Kindle - good read so far - has the ring of truth based on the numerous press accounts of the Trump Presidency at this point in time,January-6-2018,5
5413,"Having now read the whole book, I understand why people withdrew financial support from Bannon!!  This book certainly points out what the right wing donor class is up to in the WH, as well as the personalities of many of the other players and their ineptitude.  Was a good read and a different look at the WH than I have seen on a day to day basis.",January-14-2018,5
5414,Love it all,March-22-2018,5
